user_id,item_id,rating,decade
298,281,3,1990.0
279,1240,1,1990.0
66,298,4,1990.0
18,443,3,1960.0
268,1035,2,1990.0
99,79,4,1990.0
13,98,4,1990.0
26,258,3,1990.0
7,455,4,1990.0
222,755,4,1990.0
200,673,5,1960.0
119,328,4,1990.0
213,172,5,1980.0
276,322,3,1990.0
94,1217,3,1990.0
130,379,4,1990.0
38,328,4,1990.0
160,719,3,1990.0
293,1267,3,1990.0
26,930,2,1990.0
130,216,4,1980.0
92,1079,3,1990.0
256,452,4,1970.0
1,61,4,1990.0
72,48,4,1990.0
56,755,3,1990.0
13,360,4,1990.0
15,405,2,1990.0
92,77,3,1990.0
207,476,2,1990.0
292,174,5,1980.0
232,483,5,1940.0
251,748,2,1990.0
224,26,3,1990.0
181,220,4,1990.0
259,255,4,1990.0
305,471,4,1990.0
52,280,3,1990.0
161,202,5,1990.0
148,408,5,1990.0
125,235,2,1990.0
97,228,5,1980.0
58,1098,4,1990.0
83,234,4,1970.0
90,347,4,1990.0
272,178,5,1950.0
194,181,3,1990.0
125,478,4,1940.0
110,688,1,1990.0
299,14,4,1990.0
151,10,5,1990.0
269,127,4,1970.0
6,14,5,1990.0
54,106,3,1990.0
303,69,5,1990.0
16,944,1,1990.0
301,790,4,1990.0
276,1091,3,1970.0
305,214,2,1980.0
194,1028,2,1990.0
91,323,2,1990.0
87,554,4,1990.0
294,109,4,1990.0
286,171,4,1990.0
200,318,5,1990.0
229,328,1,1990.0
178,568,4,1990.0
303,842,2,1960.0
62,65,4,1990.0
207,591,3,1990.0
92,172,4,1980.0
301,401,4,1990.0
36,339,5,1990.0
70,746,3,1980.0
63,242,3,1990.0
28,201,3,1980.0
279,68,4,1990.0
250,7,4,1990.0
14,98,3,1990.0
299,1018,3,1990.0
194,54,3,1990.0
303,815,3,1990.0
119,237,5,1990.0
295,218,5,1990.0
268,930,2,1990.0
268,2,2,1990.0
66,258,4,1990.0
233,202,5,1990.0
83,623,4,1990.0
214,334,3,1990.0
192,476,2,1990.0
100,344,4,1990.0
268,145,1,1990.0
301,56,4,1990.0
307,89,5,1980.0
234,141,3,1950.0
83,576,4,1990.0
181,264,2,1990.0
297,133,4,1930.0
38,153,5,1980.0
7,382,4,1990.0
264,813,4,1990.0
181,872,1,1990.0
201,146,1,1990.0
85,507,4,1950.0
269,367,3,1990.0
59,468,3,1990.0
286,143,4,1960.0
193,96,1,1990.0
113,595,5,1990.0
292,11,5,1990.0
130,1014,3,1990.0
275,98,4,1990.0
189,520,5,1960.0
219,82,1,1990.0
218,209,5,1980.0
123,427,3,1960.0
119,222,5,1990.0
158,177,4,1960.0
222,118,4,1990.0
302,322,2,1990.0
279,501,3,1940.0
301,79,5,1990.0
181,3,2,1990.0
201,695,1,1990.0
13,198,3,1990.0
1,189,3,1990.0
145,237,5,1990.0
23,385,4,1990.0
201,767,4,1990.0
296,705,5,1950.0
42,546,3,1990.0
33,872,3,1990.0
301,554,3,1990.0
16,64,5,1990.0
95,135,3,1960.0
154,357,4,1970.0
77,484,5,1940.0
296,508,5,1990.0
302,303,2,1990.0
244,673,3,1960.0
222,77,4,1990.0
13,215,5,1980.0
16,705,5,1950.0
270,452,4,1970.0
145,15,2,1990.0
187,64,5,1990.0
200,304,5,1990.0
170,749,5,1990.0
101,829,3,1990.0
184,218,3,1990.0
128,204,4,1980.0
181,1295,1,1990.0
184,153,3,1980.0
1,33,4,1990.0
1,160,4,1990.0
184,321,5,1990.0
54,595,3,1990.0
94,343,4,1990.0
128,508,4,1990.0
23,323,2,1990.0
301,227,3,1990.0
301,191,3,1980.0
112,903,1,1990.0
82,183,3,1970.0
222,724,3,1990.0
218,430,3,1930.0
308,1197,4,1990.0
303,134,5,1940.0
133,751,3,1990.0
215,212,2,1980.0
69,256,5,1990.0
254,662,4,1980.0
276,2,4,1990.0
104,984,1,1990.0
63,1067,3,1990.0
267,410,4,1990.0
13,56,5,1990.0
240,879,3,1990.0
286,237,2,1990.0
294,271,5,1990.0
90,1086,4,1990.0
18,26,4,1990.0
92,229,3,1980.0
308,649,4,1980.0
144,89,3,1980.0
191,302,4,1990.0
59,951,3,1990.0
200,96,5,1990.0
16,197,5,1960.0
61,678,3,1990.0
271,199,4,1950.0
271,709,3,1990.0
142,169,5,1990.0
275,597,3,1990.0
222,151,3,1970.0
87,40,3,1990.0
207,258,4,1990.0
272,1393,2,1990.0
177,333,4,1990.0
207,1115,2,1990.0
299,577,3,1990.0
271,378,4,1990.0
305,425,4,1990.0
49,959,2,1990.0
94,1224,3,1990.0
130,1017,3,1990.0
10,175,3,1980.0
203,321,3,1990.0
191,286,4,1990.0
43,323,3,1990.0
21,558,5,1990.0
197,96,5,1990.0
13,344,2,1990.0
194,66,3,1990.0
234,206,4,1980.0
308,402,4,1990.0
308,640,4,1980.0
269,522,5,1980.0
94,265,4,1990.0
268,62,3,1990.0
272,12,5,1990.0
121,291,3,1990.0
296,20,5,1990.0
134,286,3,1990.0
180,462,5,1990.0
234,612,3,1930.0
104,117,2,1990.0
38,758,1,1990.0
269,845,1,1990.0
7,163,4,1970.0
234,1451,3,1940.0
275,405,2,1990.0
52,250,3,1990.0
102,823,3,1990.0
13,186,4,1980.0
178,731,4,1990.0
236,71,3,1990.0
256,781,5,1990.0
263,176,5,1980.0
244,186,3,1980.0
279,1181,4,1990.0
43,815,4,1990.0
83,78,2,1990.0
151,197,5,1960.0
254,436,2,1980.0
109,631,3,1990.0
297,716,3,1990.0
249,188,4,1980.0
144,699,4,1990.0
301,604,4,1930.0
64,392,3,1990.0
92,501,2,1940.0
222,97,4,1990.0
268,436,3,1980.0
293,135,5,1960.0
213,173,5,1980.0
160,460,2,1990.0
13,498,4,1950.0
59,715,5,1990.0
5,17,4,1990.0
125,163,5,1970.0
174,315,5,1990.0
114,505,3,1950.0
213,515,4,1990.0
23,196,2,1980.0
128,15,4,1990.0
239,56,4,1990.0
181,279,1,1990.0
291,80,4,1990.0
250,238,4,1980.0
201,649,3,1980.0
60,60,5,1990.0
181,325,2,1990.0
119,407,3,1990.0
287,1,5,1990.0
216,228,3,1980.0
216,531,4,1990.0
203,471,4,1990.0
92,587,3,1990.0
13,892,3,1990.0
213,176,4,1980.0
286,288,5,1990.0
117,1047,2,1990.0
99,111,1,1990.0
11,558,3,1990.0
65,47,2,1990.0
295,194,4,1970.0
269,217,2,1990.0
85,259,2,1990.0
250,596,5,1990.0
137,144,5,1980.0
201,960,2,1990.0
257,137,4,1990.0
111,328,4,1990.0
91,480,4,1950.0
215,211,4,1970.0
181,938,1,1990.0
189,1060,5,1990.0
1,20,4,1990.0
303,404,4,1940.0
299,305,3,1990.0
187,210,4,1980.0
222,278,2,1990.0
214,568,4,1990.0
293,770,3,1990.0
285,191,4,1980.0
303,252,3,1990.0
96,156,4,1990.0
72,1110,3,1990.0
115,1067,4,1990.0
7,430,3,1930.0
116,350,3,1990.0
73,480,4,1950.0
269,246,5,1990.0
263,419,5,1960.0
70,431,3,1980.0
221,475,4,1990.0
72,182,5,1990.0
25,357,4,1970.0
290,50,5,1970.0
189,526,4,1950.0
299,303,3,1990.0
264,294,3,1990.0
200,365,5,1990.0
187,135,4,1960.0
184,187,4,1970.0
63,289,2,1990.0
13,229,4,1980.0
298,486,3,1950.0
235,185,4,1960.0
62,712,4,1980.0
246,94,2,1990.0
54,742,5,1990.0
63,762,3,1990.0
11,732,3,1990.0
92,168,4,1970.0
8,550,3,1990.0
307,174,4,1980.0
303,200,4,1980.0
256,849,2,1990.0
72,54,3,1990.0
164,406,2,1990.0
117,150,4,1990.0
224,77,4,1990.0
193,869,3,1990.0
94,184,2,1990.0
281,338,2,1990.0
130,109,3,1990.0
128,371,1,1990.0
94,720,1,1990.0
182,845,3,1990.0
129,873,1,1990.0
254,229,4,1980.0
64,381,4,1990.0
151,176,2,1980.0
45,25,4,1990.0
193,879,3,1990.0
276,922,4,1990.0
276,57,3,1990.0
234,187,4,1970.0
181,306,1,1990.0
21,370,1,1990.0
293,249,3,1990.0
264,721,5,1990.0
10,611,5,1940.0
197,346,3,1990.0
276,142,3,1970.0
308,427,4,1960.0
221,943,4,1990.0
131,126,4,1990.0
268,824,2,1990.0
109,8,3,1990.0
198,58,3,1990.0
230,680,4,1990.0
181,741,1,1990.0
192,1061,4,1990.0
234,448,3,1970.0
90,900,4,1990.0
193,941,4,1990.0
128,603,5,1950.0
126,905,2,1990.0
244,265,4,1990.0
90,289,3,1990.0
157,25,3,1990.0
305,71,3,1990.0
119,382,5,1990.0
21,222,2,1990.0
231,181,4,1990.0
280,508,3,1990.0
288,132,3,1930.0
279,1497,2,1990.0
301,33,4,1990.0
72,699,3,1990.0
90,259,2,1990.0
308,55,3,1990.0
59,742,3,1990.0
94,744,4,1990.0
130,642,4,1990.0
26,1015,3,1990.0
56,121,5,1990.0
82,508,2,1990.0
62,12,4,1990.0
276,40,3,1990.0
181,1015,1,1990.0
152,301,3,1990.0
178,845,4,1990.0
217,597,4,1990.0
79,303,4,1990.0
138,484,4,1940.0
308,81,5,1990.0
75,284,2,1990.0
269,198,4,1990.0
307,94,3,1990.0
222,781,3,1990.0
121,740,3,1990.0
269,22,1,1990.0
13,864,4,1990.0
230,742,5,1990.0
269,507,4,1950.0
239,1099,5,1990.0
245,1028,5,1990.0
56,546,3,1990.0
295,961,5,1990.0
271,1028,2,1990.0
222,812,2,1990.0
69,240,3,1990.0
10,7,4,1990.0
22,376,3,1990.0
294,931,3,1990.0
82,717,1,1990.0
279,399,4,1990.0
269,234,1,1970.0
6,98,5,1990.0
243,1039,4,1990.0
298,181,4,1990.0
282,325,1,1990.0
78,323,1,1990.0
118,200,5,1980.0
283,1114,5,1990.0
171,292,4,1990.0
70,217,4,1990.0
10,100,5,1990.0
245,181,4,1990.0
107,333,3,1990.0
246,561,1,1990.0
13,901,1,1990.0
276,70,4,1990.0
244,17,2,1990.0
189,56,5,1990.0
226,242,5,1990.0
62,1016,4,1990.0
276,417,4,1960.0
214,478,4,1940.0
306,235,4,1990.0
222,26,3,1990.0
280,631,5,1990.0
60,430,5,1930.0
56,71,4,1990.0
42,274,5,1990.0
1,202,5,1990.0
13,809,4,1990.0
173,289,4,1990.0
15,749,1,1990.0
185,23,4,1990.0
280,540,3,1990.0
244,381,4,1990.0
150,293,4,1990.0
7,497,4,1930.0
178,317,4,1990.0
178,742,3,1990.0
95,1217,3,1990.0
234,1462,3,1990.0
97,222,5,1990.0
109,127,2,1970.0
117,268,5,1990.0
269,705,2,1950.0
130,1246,3,1990.0
264,655,4,1980.0
207,13,3,1990.0
42,588,5,1990.0
246,409,2,1990.0
87,367,4,1990.0
101,304,3,1990.0
256,127,4,1970.0
92,794,3,1990.0
181,762,2,1990.0
213,235,1,1990.0
92,739,2,1990.0
292,661,5,1950.0
246,665,4,1990.0
274,845,5,1990.0
188,692,5,1990.0
18,86,4,1990.0
5,439,1,1990.0
236,632,3,1980.0
193,407,4,1990.0
144,709,4,1990.0
90,1198,5,1960.0
48,609,4,1950.0
5,225,2,1990.0
22,128,5,1990.0
311,432,4,1940.0
8,22,5,1990.0
276,188,4,1980.0
222,173,5,1980.0
72,866,4,1990.0
299,134,4,1940.0
1,171,5,1990.0
308,295,3,1990.0
165,216,4,1980.0
222,49,3,1990.0
181,121,4,1990.0
200,11,5,1990.0
234,626,4,1940.0
244,707,4,1990.0
90,25,5,1990.0
208,216,5,1980.0
263,96,4,1990.0
134,323,4,1990.0
279,586,4,1990.0
2,292,4,1990.0
288,593,2,1990.0
49,302,4,1990.0
286,153,5,1980.0
205,304,3,1990.0
22,80,4,1990.0
234,318,4,1990.0
223,328,3,1990.0
15,25,3,1990.0
268,147,4,1990.0
94,1220,3,1990.0
274,405,4,1990.0
7,492,5,1950.0
268,217,2,1990.0
16,55,5,1990.0
164,620,3,1990.0
290,161,4,1980.0
92,515,4,1990.0
239,1070,5,1990.0
56,449,5,1970.0
248,234,4,1970.0
234,10,3,1990.0
280,1049,2,1990.0
308,187,5,1970.0
276,64,5,1990.0
192,948,3,1990.0
122,509,4,1980.0
85,588,3,1990.0
262,931,2,1990.0
201,272,3,1990.0
181,870,2,1990.0
295,739,4,1990.0
263,568,4,1990.0
295,39,4,1990.0
201,1100,4,1990.0
93,820,3,1990.0
159,1028,5,1990.0
158,665,2,1990.0
293,423,3,1980.0
82,597,3,1990.0
276,181,5,1990.0
13,823,5,1990.0
217,2,3,1990.0
83,660,4,1990.0
189,20,5,1990.0
222,796,4,1990.0
146,1022,5,1990.0
267,121,3,1990.0
126,294,3,1990.0
181,1060,1,1990.0
125,80,4,1990.0
43,120,4,1990.0
13,780,1,1990.0
253,259,2,1990.0
42,44,3,1990.0
77,518,4,1990.0
291,686,5,1990.0
268,21,3,1990.0
262,28,3,1990.0
234,81,3,1990.0
29,245,3,1990.0
236,57,5,1990.0
158,729,3,1990.0
156,661,4,1950.0
232,52,5,1990.0
168,866,5,1990.0
37,288,4,1990.0
141,245,3,1990.0
235,230,4,1980.0
102,70,3,1990.0
77,172,3,1980.0
90,506,5,1950.0
186,566,5,1990.0
44,660,5,1990.0
118,774,5,1990.0
7,661,5,1950.0
49,1003,2,1990.0
62,68,1,1990.0
42,1028,4,1990.0
178,433,4,1980.0
85,51,2,1990.0
77,474,5,1960.0
58,1099,2,1990.0
56,1047,4,1990.0
197,688,1,1990.0
286,99,4,1930.0
90,258,3,1990.0
181,1288,1,1990.0
295,190,4,1980.0
224,69,4,1990.0
272,317,4,1990.0
221,1010,3,1990.0
66,877,1,1990.0
207,318,5,1990.0
234,487,3,1950.0
7,648,5,1950.0
87,82,5,1990.0
195,1052,1,1990.0
44,449,5,1970.0
306,287,4,1990.0
194,172,3,1980.0
94,62,3,1990.0
167,659,4,1940.0
108,100,4,1990.0
230,304,5,1990.0
181,927,1,1990.0
54,302,4,1990.0
90,22,4,1990.0
181,696,2,1990.0
286,357,4,1970.0
14,269,4,1990.0
311,179,2,1970.0
92,121,5,1990.0
21,440,1,1980.0
244,550,1,1990.0
181,405,4,1990.0
65,806,4,1990.0
37,540,2,1990.0
44,443,5,1960.0
244,183,4,1970.0
1,265,4,1990.0
270,25,5,1990.0
299,387,2,1990.0
94,572,3,1990.0
286,746,4,1980.0
239,272,5,1990.0
216,55,5,1990.0
254,121,3,1990.0
62,665,2,1990.0
178,385,4,1990.0
194,23,4,1990.0
268,955,3,1990.0
188,143,5,1960.0
276,294,4,1990.0
158,1098,4,1990.0
207,845,3,1990.0
161,48,1,1990.0
305,654,4,1970.0
47,324,3,1990.0
64,736,4,1990.0
191,751,3,1990.0
7,378,5,1990.0
59,92,5,1990.0
69,268,5,1990.0
10,461,3,1990.0
21,129,4,1990.0
58,9,4,1990.0
194,152,3,1970.0
7,200,5,1980.0
113,126,5,1990.0
173,328,5,1990.0
95,233,4,1990.0
16,194,5,1970.0
59,323,4,1990.0
311,654,3,1970.0
292,589,4,1960.0
43,203,4,1990.0
79,50,4,1970.0
235,70,5,1990.0
125,190,5,1980.0
284,322,3,1990.0
303,161,5,1980.0
254,378,3,1990.0
255,1034,1,1990.0
104,301,2,1990.0
90,923,5,1990.0
6,463,4,1990.0
279,122,1,1990.0
286,298,4,1990.0
222,448,3,1970.0
297,57,5,1990.0
42,625,3,1960.0
130,1217,4,1990.0
254,357,3,1970.0
109,475,1,1990.0
230,1444,2,1960.0
244,310,3,1990.0
6,301,2,1990.0
36,748,4,1990.0
256,443,3,1960.0
102,515,1,1990.0
104,285,4,1990.0
21,447,5,1970.0
111,301,4,1990.0
18,408,5,1990.0
25,222,4,1990.0
110,944,3,1990.0
270,98,5,1990.0
68,237,5,1990.0
83,215,4,1980.0
6,258,2,1990.0
89,216,5,1980.0
128,317,4,1990.0
305,512,4,1980.0
184,412,2,1990.0
286,175,5,1980.0
279,1428,3,1990.0
256,86,5,1990.0
221,48,5,1990.0
140,332,3,1990.0
190,977,2,1990.0
11,227,3,1990.0
201,203,5,1990.0
150,181,5,1990.0
126,245,3,1990.0
20,208,2,1970.0
144,742,4,1990.0
181,930,1,1990.0
109,566,4,1990.0
85,1065,3,1980.0
213,133,3,1930.0
222,379,1,1990.0
223,11,3,1990.0
215,421,4,1990.0
218,208,3,1970.0
174,937,5,1990.0
275,186,3,1980.0
68,742,1,1990.0
268,583,4,1990.0
160,462,4,1990.0
195,273,4,1990.0
224,178,4,1950.0
5,110,1,1990.0
99,1016,5,1990.0
2,251,5,1990.0
292,9,4,1990.0
72,568,4,1990.0
85,228,3,1980.0
83,281,5,1990.0
92,831,2,1990.0
7,543,3,1990.0
87,401,2,1990.0
287,926,4,1990.0
1,155,2,1980.0
234,632,2,1980.0
222,53,5,1990.0
24,64,5,1990.0
7,554,3,1990.0
82,56,3,1990.0
161,318,3,1990.0
196,393,4,1990.0
56,91,4,1990.0
82,477,3,1990.0
7,472,2,1990.0
256,761,4,1990.0
226,56,4,1990.0
279,741,5,1990.0
308,1286,3,1930.0
16,8,5,1990.0
180,202,3,1990.0
203,93,4,1990.0
145,56,5,1990.0
288,305,4,1990.0
84,742,3,1990.0
44,644,3,1980.0
17,13,3,1990.0
313,117,4,1990.0
148,1,4,1990.0
197,347,4,1990.0
21,164,5,1980.0
279,982,3,1990.0
239,491,5,1930.0
185,287,5,1990.0
297,89,4,1980.0
303,68,4,1990.0
186,250,1,1990.0
73,206,3,1980.0
104,756,2,1990.0
94,216,3,1980.0
239,194,5,1970.0
197,511,5,1960.0
280,1,4,1990.0
1,117,3,1990.0
224,583,1,1990.0
303,397,1,1990.0
60,162,4,1980.0
198,258,4,1990.0
239,513,5,1940.0
6,69,3,1990.0
233,375,4,1990.0
85,642,4,1990.0
110,38,3,1990.0
184,522,3,1980.0
99,873,1,1990.0
13,418,2,1950.0
201,518,4,1990.0
13,858,1,1990.0
214,131,3,1960.0
296,228,4,1980.0
222,87,3,1990.0
279,725,4,1990.0
217,182,2,1990.0
85,433,3,1980.0
239,234,3,1970.0
13,72,4,1990.0
194,77,3,1990.0
208,663,5,1970.0
109,178,3,1950.0
230,172,4,1980.0
59,485,2,1960.0
313,478,3,1940.0
70,1133,3,1970.0
62,182,5,1990.0
198,234,3,1970.0
65,125,4,1990.0
174,660,5,1990.0
90,12,5,1990.0
130,1248,3,1990.0
100,354,2,1990.0
283,432,5,1940.0
275,418,3,1950.0
311,98,5,1990.0
195,751,4,1990.0
130,105,4,1990.0
269,252,1,1990.0
286,73,5,1990.0
7,623,3,1990.0
56,222,5,1990.0
210,204,5,1980.0
239,9,5,1990.0
96,87,4,1990.0
297,73,2,1990.0
249,239,3,1990.0
94,860,2,1980.0
84,121,4,1990.0
275,265,4,1990.0
135,1046,3,1990.0
291,1178,4,1990.0
125,382,1,1990.0
70,399,4,1990.0
311,9,4,1990.0
301,523,4,1960.0
152,685,5,1990.0
244,172,4,1980.0
275,1091,2,1970.0
53,281,4,1990.0
198,118,2,1990.0
244,790,4,1990.0
26,125,4,1990.0
151,13,3,1990.0
124,496,1,1940.0
24,191,5,1980.0
271,65,3,1990.0
307,634,3,1990.0
294,1245,3,1990.0
234,241,2,1990.0
25,501,3,1940.0
293,137,3,1990.0
201,432,3,1940.0
75,240,1,1990.0
13,181,5,1990.0
207,68,2,1990.0
2,50,5,1970.0
313,566,4,1990.0
144,125,4,1990.0
188,443,4,1960.0
276,324,4,1990.0
145,974,1,1990.0
72,234,4,1970.0
83,385,4,1990.0
181,619,3,1990.0
109,402,4,1990.0
207,107,3,1990.0
185,216,4,1980.0
14,213,5,1980.0
149,319,2,1990.0
57,79,5,1990.0
230,963,5,1990.0
176,875,4,1990.0
253,97,4,1990.0
284,269,4,1990.0
106,526,4,1950.0
121,180,3,1970.0
62,86,2,1990.0
291,418,4,1950.0
84,1033,4,1990.0
293,380,2,1990.0
207,58,3,1990.0
194,187,4,1970.0
109,97,3,1990.0
283,845,4,1990.0
297,275,5,1990.0
181,334,1,1990.0
78,255,4,1990.0
11,425,4,1990.0
308,59,4,1990.0
193,1078,4,1980.0
297,234,3,1970.0
87,585,4,1990.0
250,204,2,1980.0
8,50,5,1970.0
186,148,4,1990.0
312,692,4,1990.0
91,683,3,1990.0
5,454,1,1990.0
291,376,3,1990.0
175,127,5,1970.0
145,737,2,1990.0
7,644,5,1980.0
276,419,5,1960.0
83,210,5,1980.0
102,524,3,1940.0
153,174,1,1980.0
62,302,3,1990.0
49,995,3,1990.0
268,298,3,1990.0
207,554,2,1990.0
313,616,5,1960.0
286,44,3,1990.0
279,168,5,1970.0
276,474,5,1960.0
62,59,4,1990.0
254,219,1,1980.0
83,97,4,1990.0
63,100,5,1990.0
16,178,5,1950.0
297,233,2,1990.0
90,945,5,1960.0
85,25,2,1990.0
42,98,4,1990.0
303,393,4,1990.0
274,50,5,1970.0
104,299,3,1990.0
94,792,4,1990.0
184,98,4,1990.0
293,708,3,1980.0
248,589,4,1960.0
18,950,3,1990.0
217,27,1,1990.0
200,892,4,1990.0
201,148,1,1990.0
296,222,5,1990.0
7,662,3,1980.0
196,381,4,1990.0
69,427,3,1960.0
72,196,4,1980.0
256,472,4,1990.0
128,182,4,1990.0
151,747,3,1990.0
7,171,3,1990.0
286,85,5,1990.0
172,220,4,1990.0
308,516,4,1980.0
190,974,2,1990.0
82,756,1,1990.0
308,436,4,1980.0
59,235,1,1990.0
64,1063,3,1990.0
145,756,2,1990.0
220,298,4,1990.0
21,324,4,1990.0
285,269,4,1990.0
207,65,3,1990.0
198,658,3,1990.0
220,333,3,1990.0
210,70,4,1990.0
181,14,1,1990.0
158,128,2,1990.0
143,682,3,1990.0
75,237,2,1990.0
199,221,4,1990.0
223,1150,2,1990.0
297,25,4,1990.0
276,78,4,1990.0
299,847,4,1990.0
293,325,2,1990.0
301,138,2,1990.0
1,47,4,1990.0
164,281,4,1990.0
96,673,4,1960.0
291,1016,4,1990.0
7,451,5,1970.0
233,177,4,1960.0
6,517,4,1970.0
202,283,3,1990.0
214,117,4,1990.0
184,602,4,1950.0
277,257,3,1990.0
194,212,1,1980.0
95,68,4,1990.0
25,257,4,1990.0
6,23,4,1990.0
38,573,1,1990.0
313,436,4,1980.0
22,241,3,1990.0
262,617,3,1930.0
130,569,3,1990.0
66,181,5,1990.0
21,948,1,1990.0
181,1332,1,1990.0
262,174,3,1980.0
206,302,5,1990.0
222,22,5,1990.0
76,61,4,1990.0
151,703,4,1990.0
314,28,5,1990.0
13,147,3,1990.0
44,258,4,1990.0
303,418,4,1950.0
16,89,2,1980.0
270,558,5,1990.0
248,117,5,1990.0
125,318,5,1990.0
138,523,5,1960.0
268,386,2,1990.0
291,15,5,1990.0
234,147,3,1990.0
239,96,5,1990.0
15,331,3,1990.0
94,155,2,1980.0
136,89,4,1980.0
223,423,3,1980.0
82,194,4,1970.0
145,355,3,1990.0
280,845,3,1990.0
179,339,1,1990.0
178,199,4,1950.0
307,949,4,1990.0
10,488,5,1950.0
116,331,3,1990.0
23,258,5,1990.0
308,174,4,1980.0
185,114,4,1990.0
188,237,3,1990.0
118,654,5,1970.0
246,721,4,1990.0
234,98,4,1990.0
194,239,3,1990.0
94,24,4,1990.0
122,378,4,1990.0
312,100,4,1990.0
262,64,5,1990.0
154,242,3,1990.0
223,763,3,1990.0
99,403,4,1980.0
83,43,4,1990.0
130,307,4,1990.0
174,402,5,1990.0
256,487,5,1950.0
59,177,4,1960.0
161,168,1,1970.0
244,53,3,1990.0
250,196,4,1980.0
43,40,3,1990.0
285,150,5,1990.0
42,953,2,1990.0
97,670,5,1990.0
122,510,4,1950.0
61,323,3,1990.0
222,106,2,1990.0
4,264,3,1990.0
304,259,1,1990.0
37,403,5,1980.0
49,68,1,1990.0
303,1098,4,1990.0
165,372,5,1990.0
176,324,5,1990.0
3,335,1,1990.0
56,869,3,1990.0
44,15,4,1990.0
190,117,4,1990.0
29,189,4,1990.0
