user_id,item_id,rating,decade,genre
291,144,5.0,1980.0,"Action, Thriller"
222,366,4.0,1990.0,Drama
267,518,5.0,1990.0,Drama
42,403,3.0,1980.0,"Action, Adventure, Crime, Drama"
11,111,4.0,1990.0,"Comedy, Romance"
95,625,4.0,1960.0,"Animation, Children"
8,338,4.0,1990.0,Comedy
162,25,4.0,1990.0,Comedy
87,1016,4.0,1990.0,"Action, Adventure, Thriller"
279,154,5.0,1970.0,Comedy
145,275,2.0,1990.0,"Drama, Romance"
119,1153,5.0,1990.0,"Drama, Musical"
62,498,4.0,1950.0,"Action, Adventure, Romance, War"
62,382,3.0,1990.0,"Comedy, Drama"
28,209,4.0,1980.0,"Comedy, Drama, Musical"
135,23,4.0,1990.0,"Drama, Thriller"
32,294,3.0,1990.0,Comedy
90,382,5.0,1990.0,"Comedy, Drama"
286,208,4.0,1970.0,"Comedy, Horror"
293,685,3.0,1990.0,"Action, Thriller"
216,144,4.0,1980.0,"Action, Thriller"
166,328,5.0,1990.0,"Action, Mystery, Romance, Thriller"
250,496,4.0,1940.0,Drama
271,132,5.0,1930.0,"Adventure, Children, Drama, Musical"
160,174,5.0,1980.0,"Action, Adventure"
265,118,4.0,1990.0,"Action, Adventure, Thriller"
198,498,3.0,1950.0,"Action, Adventure, Romance, War"
42,96,5.0,1990.0,"Action, Sci-Fi, Thriller"
168,151,5.0,1970.0,"Adventure, Children, Comedy"
110,307,4.0,1990.0,"Crime, Horror, Mystery, Thriller"
58,144,4.0,1980.0,"Action, Thriller"
90,648,4.0,1950.0,"Comedy, Romance"
271,346,4.0,1990.0,"Crime, Drama"
62,21,3.0,1990.0,"Action, Adventure, Comedy, Musical, Thriller"
279,832,3.0,1990.0,"Children, Drama, Fantasy"
237,514,4.0,1970.0,"Comedy, Romance"
94,789,4.0,1990.0,"Comedy, Drama"
128,485,3.0,1960.0,"Musical, Romance"
298,317,4.0,1990.0,Drama
44,195,5.0,1980.0,"Action, Sci-Fi, Thriller"
264,200,5.0,1980.0,Horror
194,385,2.0,1990.0,"Action, Adventure, Comedy, Romance"
72,195,5.0,1980.0,"Action, Sci-Fi, Thriller"
222,750,5.0,1990.0,Drama
250,264,3.0,1990.0,"Sci-Fi, Thriller"
41,265,3.0,1990.0,"Action, Thriller"
224,245,3.0,1990.0,"Action, Drama, Thriller, War"
82,135,3.0,1960.0,"Drama, Mystery, Sci-Fi, Thriller"
262,1147,4.0,1990.0,Drama
293,471,3.0,1990.0,"Drama, War"
216,658,3.0,1990.0,Drama
250,140,3.0,1990.0,"Adventure, Children"
59,23,5.0,1990.0,"Drama, Thriller"
286,379,5.0,1990.0,Horror
244,815,4.0,1990.0,"Drama, Romance"
7,479,4.0,1950.0,"Mystery, Thriller"
174,368,1.0,1990.0,Comedy
87,274,4.0,1990.0,"Comedy, Romance"
194,1211,2.0,1990.0,"Drama, Romance"
82,1134,2.0,1990.0,Drama
13,836,2.0,1930.0,"Comedy, Romance"
13,272,4.0,1990.0,Drama
244,756,2.0,1990.0,Comedy
305,427,5.0,1960.0,Drama
95,787,2.0,1990.0,"Comedy, Drama"
43,14,2.0,1990.0,"Drama, Romance"
299,955,4.0,1990.0,"Drama, Romance"
57,419,3.0,1960.0,"Children, Comedy, Musical"
84,405,3.0,1990.0,"Action, Adventure, Mystery"
269,504,4.0,1960.0,"Crime, Drama"
299,111,3.0,1990.0,"Comedy, Romance"
194,466,4.0,1990.0,Thriller
160,135,4.0,1960.0,"Drama, Mystery, Sci-Fi, Thriller"
99,268,3.0,1990.0,"Drama, Romance"
10,486,4.0,1950.0,"Comedy, Romance"
259,117,4.0,1990.0,"Action, Adventure, Thriller"
85,427,3.0,1960.0,Drama
303,919,4.0,1990.0,"Adventure, Sci-Fi"
213,273,5.0,1990.0,"Action, Crime, Thriller"
121,514,3.0,1970.0,"Comedy, Romance"
90,98,5.0,1990.0,"Drama, Thriller"
49,559,2.0,1990.0,"Drama, Horror"
42,794,3.0,1990.0,"Drama, Romance"
155,323,2.0,1990.0,"Action, Thriller"
68,117,4.0,1990.0,"Action, Adventure, Thriller"
172,177,4.0,1960.0,"Action, Western"
19,4,4.0,1990.0,"Action, Comedy, Drama"
268,231,4.0,1990.0,"Action, Adventure, Comedy, Crime"
5,2,3.0,1990.0,"Action, Adventure, Thriller"
305,117,2.0,1990.0,"Action, Adventure, Thriller"
44,294,4.0,1990.0,Comedy
43,137,4.0,1990.0,Drama
279,1336,1.0,1990.0,"Children, Comedy, Fantasy"
80,466,5.0,1990.0,Thriller
254,164,4.0,1980.0,"Action, Adventure, Sci-Fi, Thriller"
298,281,3.0,1990.0,"Action, Thriller"
279,1240,1.0,1990.0,"Animation, Sci-Fi"
66,298,4.0,1990.0,"Action, Sci-Fi, Thriller"
18,443,3.0,1960.0,Horror
268,1035,2.0,1990.0,Comedy
99,79,4.0,1990.0,"Action, Thriller"
13,98,4.0,1990.0,"Drama, Thriller"
26,258,3.0,1990.0,"Drama, Sci-Fi"
7,455,4.0,1990.0,Action
222,755,4.0,1990.0,"Action, Adventure, Children, Fantasy, Sci-Fi"
200,673,5.0,1960.0,"Film-Noir, Thriller"
119,328,4.0,1990.0,"Action, Mystery, Romance, Thriller"
213,172,5.0,1980.0,"Action, Adventure, Drama, Romance, Sci-Fi, War"
276,322,3.0,1990.0,"Mystery, Thriller"
94,1217,3.0,1990.0,Thriller
130,379,4.0,1990.0,Horror
38,328,4.0,1990.0,"Action, Mystery, Romance, Thriller"
160,719,3.0,1990.0,"Comedy, War"
293,1267,3.0,1990.0,Drama
26,930,2.0,1990.0,"Action, Adventure, Thriller"
130,216,4.0,1980.0,"Comedy, Romance"
92,1079,3.0,1990.0,"Comedy, Musical"
256,452,4.0,1970.0,"Action, Horror"
1,61,4.0,1990.0,Drama
72,48,4.0,1990.0,Documentary
56,755,3.0,1990.0,"Action, Adventure, Children, Fantasy, Sci-Fi"
13,360,4.0,1990.0,Documentary
15,405,2.0,1990.0,"Action, Adventure, Mystery"
92,77,3.0,1990.0,"Drama, Thriller"
207,476,2.0,1990.0,Comedy
292,174,5.0,1980.0,"Action, Adventure"
232,483,5.0,1940.0,"Drama, Romance, War"
251,748,2.0,1990.0,"Action, Romance, Thriller"
224,26,3.0,1990.0,Comedy
181,220,4.0,1990.0,"Comedy, Romance"
259,255,4.0,1990.0,"Comedy, Romance"
305,471,4.0,1990.0,"Drama, War"
52,280,3.0,1990.0,"Drama, Romance"
161,202,5.0,1990.0,"Comedy, Romance"
148,408,5.0,1990.0,"Animation, Comedy, Thriller"
125,235,2.0,1990.0,"Action, Comedy, Sci-Fi, War"
97,228,5.0,1980.0,"Action, Adventure, Sci-Fi"
58,1098,4.0,1990.0,Comedy
83,234,4.0,1970.0,"Action, Horror"
90,347,4.0,1990.0,"Comedy, Drama"
272,178,5.0,1950.0,Drama
194,181,3.0,1990.0,"Action, Adventure, Romance, Sci-Fi, War"
125,478,4.0,1940.0,"Comedy, Romance"
110,688,1.0,1990.0,Comedy
299,14,4.0,1990.0,"Drama, Romance"
151,10,5.0,1990.0,"Drama, War"
269,127,4.0,1970.0,"Action, Crime, Drama"
6,14,5.0,1990.0,"Drama, Romance"
54,106,3.0,1990.0,"Drama, Thriller"
303,69,5.0,1990.0,"Comedy, Romance, War"
16,944,1.0,1990.0,"Comedy, Drama, War"
301,790,4.0,1990.0,Comedy
276,1091,3.0,1970.0,"Adventure, Animation, Children, Musical"
305,214,2.0,1980.0,"Drama, Musical, War"
194,1028,2.0,1990.0,"Comedy, Romance"
91,323,2.0,1990.0,"Action, Thriller"
87,554,4.0,1990.0,"Action, Adventure"
294,109,4.0,1990.0,"Comedy, Sci-Fi"
286,171,4.0,1990.0,"Comedy, Sci-Fi"
200,318,5.0,1990.0,"Drama, War"
229,328,1.0,1990.0,"Action, Mystery, Romance, Thriller"
178,568,4.0,1990.0,"Action, Romance, Thriller"
303,842,2.0,1960.0,"Children, Comedy, Drama"
62,65,4.0,1990.0,"Comedy, Drama"
207,591,3.0,1990.0,"Drama, Thriller"
92,172,4.0,1980.0,"Action, Adventure, Drama, Romance, Sci-Fi, War"
301,401,4.0,1990.0,Comedy
36,339,5.0,1990.0,"Action, Drama"
70,746,3.0,1980.0,Comedy
63,242,3.0,1990.0,Comedy
28,201,3.0,1980.0,"Action, Adventure, Comedy, Horror"
279,68,4.0,1990.0,"Action, Romance, Thriller"
250,7,4.0,1990.0,"Drama, Sci-Fi"
14,98,3.0,1990.0,"Drama, Thriller"
299,1018,3.0,1990.0,Drama
194,54,3.0,1990.0,"Action, Drama, Thriller"
303,815,3.0,1990.0,"Drama, Romance"
119,237,5.0,1990.0,"Drama, Romance"
295,218,5.0,1990.0,Thriller
268,930,2.0,1990.0,"Action, Adventure, Thriller"
268,2,2.0,1990.0,"Action, Adventure, Thriller"
66,258,4.0,1990.0,"Drama, Sci-Fi"
233,202,5.0,1990.0,"Comedy, Romance"
83,623,4.0,1990.0,"Children, Comedy"
214,334,3.0,1990.0,"Action, Crime, Mystery"
192,476,2.0,1990.0,Comedy
100,344,4.0,1990.0,Drama
268,145,1.0,1990.0,"Action, Sci-Fi, Thriller"
301,56,4.0,1990.0,"Crime, Drama"
307,89,5.0,1980.0,"Film-Noir, Sci-Fi"
234,141,3.0,1950.0,"Adventure, Children, Fantasy, Sci-Fi"
83,576,4.0,1990.0,"Action, Adventure, Crime"
181,264,2.0,1990.0,"Sci-Fi, Thriller"
297,133,4.0,1930.0,"Drama, Romance, War"
38,153,5.0,1980.0,Comedy
7,382,4.0,1990.0,"Comedy, Drama"
264,813,4.0,1990.0,Documentary
181,872,1.0,1990.0,Romance
201,146,1.0,1990.0,Drama
85,507,4.0,1950.0,Drama
269,367,3.0,1990.0,Comedy
59,468,3.0,1990.0,Drama
286,143,4.0,1960.0,Musical
193,96,1.0,1990.0,"Action, Sci-Fi, Thriller"
113,595,5.0,1990.0,Thriller
292,11,5.0,1990.0,"Crime, Thriller"
130,1014,3.0,1990.0,Comedy
275,98,4.0,1990.0,"Drama, Thriller"
189,520,5.0,1960.0,"Adventure, War"
219,82,1.0,1990.0,"Action, Adventure, Sci-Fi"
218,209,5.0,1980.0,"Comedy, Drama, Musical"
123,427,3.0,1960.0,Drama
119,222,5.0,1990.0,"Action, Adventure, Sci-Fi"
158,177,4.0,1960.0,"Action, Western"
222,118,4.0,1990.0,"Action, Adventure, Thriller"
302,322,2.0,1990.0,"Mystery, Thriller"
279,501,3.0,1940.0,"Animation, Children, Musical"
301,79,5.0,1990.0,"Action, Thriller"
181,3,2.0,1990.0,Thriller
201,695,1.0,1990.0,"Comedy, Drama"
13,198,3.0,1990.0,Thriller
1,189,3.0,1990.0,"Animation, Comedy"
145,237,5.0,1990.0,"Drama, Romance"
23,385,4.0,1990.0,"Action, Adventure, Comedy, Romance"
201,767,4.0,1990.0,Horror
296,705,5.0,1950.0,"Musical, Romance"
42,546,3.0,1990.0,"Action, Thriller"
33,872,3.0,1990.0,Romance
301,554,3.0,1990.0,"Action, Adventure"
16,64,5.0,1990.0,Drama
95,135,3.0,1960.0,"Drama, Mystery, Sci-Fi, Thriller"
154,357,4.0,1970.0,Drama
77,484,5.0,1940.0,"Film-Noir, Mystery"
296,508,5.0,1990.0,Drama
302,303,2.0,1990.0,Drama
244,673,3.0,1960.0,"Film-Noir, Thriller"
222,77,4.0,1990.0,"Drama, Thriller"
13,215,5.0,1980.0,Drama
16,705,5.0,1950.0,"Musical, Romance"
270,452,4.0,1970.0,"Action, Horror"
145,15,2.0,1990.0,Drama
187,64,5.0,1990.0,Drama
200,304,5.0,1990.0,"Adventure, Children"
170,749,5.0,1990.0,"Comedy, Romance"
101,829,3.0,1990.0,"Action, Adventure"
184,218,3.0,1990.0,Thriller
128,204,4.0,1980.0,"Comedy, Sci-Fi"
181,1295,1.0,1990.0,"Comedy, Drama"
184,153,3.0,1980.0,Comedy
1,33,4.0,1990.0,"Action, Romance, Thriller"
1,160,4.0,1990.0,Drama
184,321,5.0,1990.0,Comedy
54,595,3.0,1990.0,Thriller
94,343,4.0,1990.0,"Action, Horror, Sci-Fi"
128,508,4.0,1990.0,Drama
23,323,2.0,1990.0,"Action, Thriller"
301,227,3.0,1990.0,"Action, Adventure, Sci-Fi"
301,191,3.0,1980.0,"Drama, Mystery"
112,903,1.0,1990.0,"Drama, Romance"
82,183,3.0,1970.0,"Action, Horror, Sci-Fi, Thriller"
222,724,3.0,1990.0,"Drama, Romance"
218,430,3.0,1930.0,"Comedy, War"
308,1197,4.0,1990.0,"Comedy, Drama"
303,134,5.0,1940.0,Drama
133,751,3.0,1990.0,"Action, Romance, Thriller"
215,212,2.0,1980.0,Drama
69,256,5.0,1990.0,"Comedy, Romance"
254,662,4.0,1980.0,"Drama, Romance"
276,2,4.0,1990.0,"Action, Adventure, Thriller"
104,984,1.0,1990.0,Thriller
63,1067,3.0,1990.0,Comedy
267,410,4.0,1990.0,Comedy
13,56,5.0,1990.0,"Crime, Drama"
240,879,3.0,1990.0,"Action, Thriller, War"
286,237,2.0,1990.0,"Drama, Romance"
294,271,5.0,1990.0,"Action, Adventure, Sci-Fi, War"
90,1086,4.0,1990.0,Drama
18,26,4.0,1990.0,Comedy
92,229,3.0,1980.0,"Action, Adventure, Sci-Fi"
308,649,4.0,1980.0,"Crime, Drama, Thriller"
144,89,3.0,1980.0,"Film-Noir, Sci-Fi"
191,302,4.0,1990.0,"Crime, Film-Noir, Mystery, Thriller"
59,951,3.0,1990.0,"Adventure, Children, Fantasy"
200,96,5.0,1990.0,"Action, Sci-Fi, Thriller"
16,197,5.0,1960.0,"Drama, Romance"
61,678,3.0,1990.0,"Drama, Thriller"
271,199,4.0,1950.0,"Drama, War"
271,709,3.0,1990.0,"Comedy, Romance"
142,169,5.0,1990.0,"Animation, Comedy"
275,597,3.0,1990.0,"Action, Thriller"
222,151,3.0,1970.0,"Adventure, Children, Comedy"
87,40,3.0,1990.0,Comedy
207,258,4.0,1990.0,"Drama, Sci-Fi"
272,1393,2.0,1990.0,"Action, Thriller"
177,333,4.0,1990.0,"Mystery, Thriller"
207,1115,2.0,1990.0,"Comedy, Drama, Romance"
299,577,3.0,1990.0,"Comedy, Sci-Fi"
271,378,4.0,1990.0,Drama
305,425,4.0,1990.0,Comedy
49,959,2.0,1990.0,Comedy
94,1224,3.0,1990.0,Drama
130,1017,3.0,1990.0,Drama
10,175,3.0,1980.0,Sci-Fi
203,321,3.0,1990.0,Comedy
191,286,4.0,1990.0,"Drama, Romance, War"
43,323,3.0,1990.0,"Action, Thriller"
21,558,5.0,1990.0,"Drama, Fantasy, Thriller"
197,96,5.0,1990.0,"Action, Sci-Fi, Thriller"
13,344,2.0,1990.0,Drama
194,66,3.0,1990.0,"Comedy, Romance"
234,206,4.0,1980.0,"Adventure, Animation, Sci-Fi, Thriller"
308,402,4.0,1990.0,"Comedy, Romance, Thriller"
308,640,4.0,1980.0,Drama
269,522,5.0,1980.0,"Comedy, Drama"
94,265,4.0,1990.0,"Action, Thriller"
268,62,3.0,1990.0,"Action, Adventure, Sci-Fi"
272,12,5.0,1990.0,"Crime, Thriller"
121,291,3.0,1990.0,"Mystery, Thriller"
296,20,5.0,1990.0,"Drama, Romance"
134,286,3.0,1990.0,"Drama, Romance, War"
180,462,5.0,1990.0,"Drama, Romance"
234,612,3.0,1930.0,Drama
104,117,2.0,1990.0,"Action, Adventure, Thriller"
38,758,1.0,1990.0,"Sci-Fi, Thriller"
269,845,1.0,1990.0,Comedy
7,163,4.0,1970.0,Comedy
234,1451,3.0,1940.0,Thriller
275,405,2.0,1990.0,"Action, Adventure, Mystery"
52,250,3.0,1990.0,"Action, Sci-Fi"
102,823,3.0,1990.0,"Crime, Film-Noir, Thriller"
13,186,4.0,1980.0,"Action, Comedy, Musical"
178,731,4.0,1990.0,"Comedy, Drama, Romance"
236,71,3.0,1990.0,"Animation, Children, Musical"
256,781,5.0,1990.0,"Comedy, Romance"
263,176,5.0,1980.0,"Action, Sci-Fi, Thriller, War"
244,186,3.0,1980.0,"Action, Comedy, Musical"
279,1181,4.0,1990.0,"Action, Comedy"
43,815,4.0,1990.0,"Drama, Romance"
83,78,2.0,1990.0,"Adventure, Children, Drama"
151,197,5.0,1960.0,"Drama, Romance"
254,436,2.0,1980.0,Horror
109,631,3.0,1990.0,"Action, Drama, Romance, War"
297,716,3.0,1990.0,"Drama, Romance"
249,188,4.0,1980.0,"Action, Drama, War"
144,699,4.0,1990.0,Drama
301,604,4.0,1930.0,Comedy
64,392,3.0,1990.0,Drama
92,501,2.0,1940.0,"Animation, Children, Musical"
222,97,4.0,1990.0,"Adventure, Drama, Western"
268,436,3.0,1980.0,Horror
293,135,5.0,1960.0,"Drama, Mystery, Sci-Fi, Thriller"
213,173,5.0,1980.0,"Action, Adventure, Comedy, Romance"
160,460,2.0,1990.0,Drama
13,498,4.0,1950.0,"Action, Adventure, Romance, War"
59,715,5.0,1990.0,"Comedy, Drama"
5,17,4.0,1990.0,"Action, Comedy, Crime, Horror, Thriller"
125,163,5.0,1970.0,Comedy
174,315,5.0,1990.0,"Drama, Thriller"
114,505,3.0,1950.0,"Mystery, Thriller"
213,515,4.0,1990.0,"Action, Drama, War"
23,196,2.0,1980.0,Drama
128,15,4.0,1990.0,Drama
239,56,4.0,1990.0,"Crime, Drama"
181,279,1.0,1990.0,Drama
291,80,4.0,1990.0,"Action, Comedy, War"
250,238,4.0,1980.0,Comedy
201,649,3.0,1980.0,"Crime, Drama, Thriller"
60,60,5.0,1990.0,Drama
181,325,2.0,1990.0,"Drama, Thriller"
119,407,3.0,1990.0,Comedy
287,1,5.0,1990.0,"Animation, Children, Comedy"
216,228,3.0,1980.0,"Action, Adventure, Sci-Fi"
216,531,4.0,1990.0,"Drama, Romance"
203,471,4.0,1990.0,"Drama, War"
92,587,3.0,1990.0,"Drama, Mystery"
13,892,3.0,1990.0,"Children, Comedy, Fantasy"
213,176,4.0,1980.0,"Action, Sci-Fi, Thriller, War"
286,288,5.0,1990.0,"Horror, Thriller"
117,1047,2.0,1990.0,Comedy
99,111,1.0,1990.0,"Comedy, Romance"
11,558,3.0,1990.0,"Drama, Fantasy, Thriller"
65,47,2.0,1990.0,"Comedy, Drama"
295,194,4.0,1970.0,"Comedy, Crime"
269,217,2.0,1990.0,"Horror, Romance"
85,259,2.0,1990.0,"Children, Comedy"
250,596,5.0,1990.0,"Animation, Children, Musical"
137,144,5.0,1980.0,"Action, Thriller"
201,960,2.0,1990.0,Drama
257,137,4.0,1990.0,Drama
111,328,4.0,1990.0,"Action, Mystery, Romance, Thriller"
91,480,4.0,1950.0,"Comedy, Thriller"
215,211,4.0,1970.0,"Comedy, War"
181,938,1.0,1990.0,"Comedy, Romance"
189,1060,5.0,1990.0,"Adventure, Children"
1,20,4.0,1990.0,"Drama, Romance"
303,404,4.0,1940.0,"Animation, Children"
299,305,3.0,1990.0,Drama
187,210,4.0,1980.0,"Action, Adventure"
222,278,2.0,1990.0,"Drama, Romance"
214,568,4.0,1990.0,"Action, Romance, Thriller"
293,770,3.0,1990.0,"Crime, Film-Noir, Mystery, Thriller"
285,191,4.0,1980.0,"Drama, Mystery"
303,252,3.0,1990.0,"Action, Adventure, Sci-Fi, Thriller"
96,156,4.0,1990.0,"Crime, Thriller"
72,1110,3.0,1990.0,"Action, Comedy, Musical, Sci-Fi"
115,1067,4.0,1990.0,Comedy
7,430,3.0,1930.0,"Comedy, War"
116,350,3.0,1990.0,"Action, Mystery, Thriller"
73,480,4.0,1950.0,"Comedy, Thriller"
269,246,5.0,1990.0,"Drama, Romance"
263,419,5.0,1960.0,"Children, Comedy, Musical"
70,431,3.0,1980.0,"Action, Adventure"
221,475,4.0,1990.0,Drama
72,182,5.0,1990.0,"Crime, Drama"
25,357,4.0,1970.0,Drama
290,50,5.0,1970.0,"Action, Adventure, Romance, Sci-Fi, War"
189,526,4.0,1950.0,"Action, Adventure, Drama"
299,303,3.0,1990.0,Drama
264,294,3.0,1990.0,Comedy
200,365,5.0,1990.0,Drama
187,135,4.0,1960.0,"Drama, Mystery, Sci-Fi, Thriller"
184,187,4.0,1970.0,"Action, Crime, Drama"
63,289,2.0,1990.0,"Drama, Musical"
13,229,4.0,1980.0,"Action, Adventure, Sci-Fi"
298,486,3.0,1950.0,"Comedy, Romance"
235,185,4.0,1960.0,"Horror, Romance, Thriller"
62,712,4.0,1980.0,"Comedy, Drama"
246,94,2.0,1990.0,"Children, Comedy"
54,742,5.0,1990.0,"Drama, Thriller"
63,762,3.0,1990.0,Drama
11,732,3.0,1990.0,"Comedy, Romance"
92,168,4.0,1970.0,Comedy
8,550,3.0,1990.0,"Action, Thriller"
307,174,4.0,1980.0,"Action, Adventure"
303,200,4.0,1980.0,Horror
256,849,2.0,1990.0,"Action, Romance"
72,54,3.0,1990.0,"Action, Drama, Thriller"
164,406,2.0,1990.0,"Horror, Thriller"
117,150,4.0,1990.0,"Comedy, Drama"
224,77,4.0,1990.0,"Drama, Thriller"
193,869,3.0,1990.0,"Comedy, Romance"
94,184,2.0,1990.0,"Action, Adventure, Comedy, Horror, Sci-Fi"
281,338,2.0,1990.0,Comedy
130,109,3.0,1990.0,"Comedy, Sci-Fi"
128,371,1.0,1990.0,"Drama, Romance"
94,720,1.0,1990.0,"Action, Adventure, Drama, Romance"
182,845,3.0,1990.0,Comedy
129,873,1.0,1990.0,"Comedy, Romance"
254,229,4.0,1980.0,"Action, Adventure, Sci-Fi"
64,381,4.0,1990.0,"Comedy, Romance"
151,176,2.0,1980.0,"Action, Sci-Fi, Thriller, War"
45,25,4.0,1990.0,Comedy
193,879,3.0,1990.0,"Action, Thriller, War"
276,922,4.0,1990.0,Western
276,57,3.0,1990.0,Drama
234,187,4.0,1970.0,"Action, Crime, Drama"
181,306,1.0,1990.0,"Drama, Romance"
21,370,1.0,1990.0,"Drama, Thriller"
293,249,3.0,1990.0,Comedy
264,721,5.0,1990.0,Comedy
10,611,5.0,1940.0,"Crime, Film-Noir, Mystery"
197,346,3.0,1990.0,"Crime, Drama"
276,142,3.0,1970.0,"Adventure, Children, Musical"
308,427,4.0,1960.0,Drama
221,943,4.0,1990.0,Thriller
131,126,4.0,1990.0,Drama
268,824,2.0,1990.0,Comedy
109,8,3.0,1990.0,"Children, Comedy, Drama"
198,58,3.0,1990.0,Drama
230,680,4.0,1990.0,"Action, Adventure"
181,741,1.0,1990.0,"Drama, Thriller"
192,1061,4.0,1990.0,"Comedy, Drama"
234,448,3.0,1970.0,Horror
90,900,4.0,1990.0,Drama
193,941,4.0,1990.0,"Comedy, Drama"
128,603,5.0,1950.0,"Mystery, Thriller"
126,905,2.0,1990.0,"Drama, Romance"
244,265,4.0,1990.0,"Action, Thriller"
90,289,3.0,1990.0,"Drama, Musical"
157,25,3.0,1990.0,Comedy
305,71,3.0,1990.0,"Animation, Children, Musical"
119,382,5.0,1990.0,"Comedy, Drama"
21,222,2.0,1990.0,"Action, Adventure, Sci-Fi"
231,181,4.0,1990.0,"Action, Adventure, Romance, Sci-Fi, War"
280,508,3.0,1990.0,Drama
288,132,3.0,1930.0,"Adventure, Children, Drama, Musical"
279,1497,2.0,1990.0,Documentary
301,33,4.0,1990.0,"Action, Romance, Thriller"
72,699,3.0,1990.0,Drama
90,259,2.0,1990.0,"Children, Comedy"
308,55,3.0,1990.0,"Crime, Drama, Romance, Thriller"
59,742,3.0,1990.0,"Drama, Thriller"
94,744,4.0,1990.0,"Drama, War"
130,642,4.0,1990.0,"Crime, Drama, Film-Noir"
26,1015,3.0,1990.0,"Children, Drama"
56,121,5.0,1990.0,"Action, Sci-Fi, War"
82,508,2.0,1990.0,Drama
62,12,4.0,1990.0,"Crime, Thriller"
